request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other,search_20_trained,search_10_trained
новости про «Джеймс Уэбб»,[5233],1,"[5040, 3234, 6327, 352, 3083, 300, 6134, 4231, 6178, 1029, 4451, 2593, 1523, 6516, 2322, 2769, 4982, 7400, 1935, 506]","[5040, 3234, 6327, 352, 3083, 300, 6134, 4231, 6178, 1029]","[7320, 6327, 7400, 2769, 3723, 1196, 1590, 1523, 6178, 2837, 506, 5052, 300, 6516, 5040, 1029, 2322, 3083, 5414, 4231]","[7320, 6327, 7400, 2769, 3723, 1196, 1590, 1523, 6178, 2837]","[7645, 2322, 1523, 5040, 7400, 1196, 6516, 6178, 6327, 3234, 3723, 1590, 3083, 2977, 5052, 4231, 2769, 300, 506, 2837]","[7645, 2322, 1523, 5040, 7400, 1196, 6516, 6178, 6327, 3234]","[6178, 5052, 2837, 6516, 1196, 2322, 1590, 7645, 3723, 506, 2769, 2977, 7320, 7400, 4231, 1523, 5414, 2593, 3083, 1029]","[6178, 5052, 2837, 6516, 1196, 2322, 1590, 7645, 3723, 506]"
влияние интернета на молодежь в России,[8039],1,"[1113, 2456, 1198, 8201, 4305, 70, 2918, 1859, 7888, 3302, 887, 558, 4444, 6923, 4880, 8039, 1078, 4770, 5197, 6549]","[1113, 2456, 1198, 8201, 4305, 70, 2918, 1859, 7888, 3302]","[1113, 1198, 2456, 6923, 2865, 887, 2918, 4611, 7888, 88, 8128, 5535, 1212, 4302, 4472, 8201, 3868, 70, 5126, 8039]","[1113, 1198, 2456, 6923, 2865, 887, 2918, 4611, 7888, 88]","[2918, 2456, 1113, 7658, 712, 1198, 6923, 5535, 887, 8128, 4210, 5589, 1859, 1525, 4880, 1747, 5197, 6384, 4611, 7926]","[2918, 2456, 1113, 7658, 712, 1198, 6923, 5535, 887, 8128]","[2456, 1113, 712, 4611, 8128, 4210, 51, 387, 887, 1198, 3104, 7658, 1212, 4029, 319, 19, 4770, 5535, 534, 8185]","[2456, 1113, 712, 4611, 8128, 4210, 51, 387, 887, 1198]"
статьи про ультрафиолет,[5507],1,"[5507, 3535, 6134, 7082, 1681, 4283, 5299, 1369, 2056, 6418, 2601, 5295, 219, 6085, 215, 4564, 7191, 5276, 2363, 5541]","[5507, 3535, 6134, 7082, 1681, 4283, 5299, 1369, 2056, 6418]","[4283, 3535, 1008, 2363, 5036, 5507, 1073, 5194, 5228, 833, 693, 5295, 2166, 1784, 2056, 3046, 6418, 219, 7191, 5774]","[4283, 3535, 1008, 2363, 5036, 5507, 1073, 5194, 5228, 833]","[3046, 4283, 2056, 5228, 219, 3535, 5507, 5986, 5036, 7333, 6826, 2166, 1008, 2601, 6085, 165, 5123, 2457, 5774, 5194]","[3046, 4283, 2056, 5228, 219, 3535, 5507, 5986, 5036, 7333]","[5295, 3535, 5507, 6085, 6131, 4796, 7191, 1681, 4291, 219, 7082, 5541, 7080, 4283, 5724, 215, 6181, 5299, 5123, 2601]","[5295, 3535, 5507, 6085, 6131, 4796, 7191, 1681, 4291, 219]"
применение ванкомицина в медицине,[3359],1,"[4874, 3359, 1259, 405, 465, 6382, 2323, 6791, 3516, 5244, 7073, 5326, 2314, 5, 7574, 6903, 7081, 7918, 5185, 7550]","[4874, 3359, 1259, 405, 465, 6382, 2323, 6791, 3516, 5244]","[1259, 3359, 2842, 6791, 7713, 1511, 5888, 109, 7176, 1934, 2323, 7574, 6234, 731, 3450, 3897, 7918, 7327, 8158, 3330]","[1259, 3359, 2842, 6791, 7713, 1511, 5888, 109, 7176, 1934]","[7574, 4408, 5973, 6791, 3056, 3359, 6731, 3450, 7122, 405, 1557, 5244, 7406, 6847, 109, 7081, 7176, 6236, 5888, 3163]","[7574, 4408, 5973, 6791, 3056, 3359, 6731, 3450, 7122, 405]","[3359, 3232, 450, 4794, 4777, 4934, 7058, 2717, 543, 5698, 977, 7550, 682, 6731, 6382, 6903, 3516, 342, 1714, 5035]","[3359, 3232, 450, 4794, 4777, 4934, 7058, 2717, 543, 5698]"
отключенные спутники,[923],1,"[758, 1052, 7045, 3337, 5942, 3167, 8208, 3234, 7269, 228, 7383, 280, 2635, 8268, 1221, 7743, 4582, 5711, 8256, 4550]","[758, 1052, 7045, 3337, 5942, 3167, 8208, 3234, 7269, 228]","[1734, 1373, 2202, 228, 4582, 758, 692, 1011, 3337, 7587, 7282, 5942, 820, 4059, 7749, 4661, 5814, 7242, 3293, 2635]","[1734, 1373, 2202, 228, 4582, 758, 692, 1011, 3337, 7587]","[4359, 4661, 7242, 5789, 7269, 4582, 1734, 5860, 5942, 820, 7537, 7849, 2202, 4324, 3234, 3167, 7045, 6600, 7282, 1221]","[4359, 4661, 7242, 5789, 7269, 4582, 1734, 5860, 5942, 820]","[581, 8268, 2635, 692, 3337, 4442, 5703, 3097, 1011, 1628, 5860, 7242, 6600, 5942, 7282, 820, 1734, 6976, 5186, 5434]","[581, 8268, 2635, 692, 3337, 4442, 5703, 3097, 1011, 1628]"
статьи про ГМ-цветок,[7652],1,"[147, 2841, 1282, 8163, 6735, 8051, 6602, 6853, 2120, 1999, 2388, 6134, 4798, 883, 5559, 5352, 5353, 7455, 5768, 7431]","[147, 2841, 1282, 8163, 6735, 8051, 6602, 6853, 2120, 1999]","[5619, 5768, 1282, 1632, 4020, 7369, 7853, 1933, 6019, 1462, 3979, 2305, 2704, 1483, 4545, 5353, 7065, 7523, 5471, 6462]","[5619, 5768, 1282, 1632, 4020, 7369, 7853, 1933, 6019, 1462]","[1500, 717, 1483, 5269, 6062, 8123, 6882, 5768, 7080, 5559, 8119, 5352, 1282, 1681, 7369, 6238, 3979, 5353, 3281, 3888]","[1500, 717, 1483, 5269, 6062, 8123, 6882, 5768, 7080, 5559]","[6853, 5921, 6462, 6209, 6062, 8163, 3888, 2744, 7853, 549, 4296, 8264, 7262, 6735, 4141, 1666, 883, 8051, 1341, 5727]","[6853, 5921, 6462, 6209, 6062, 8163, 3888, 2744, 7853, 549]"
новости в области материаловедения,[5801],1,"[5002, 1207, 3313, 4798, 1462, 4800, 2081, 3491, 4890, 2761, 2071, 6666, 7711, 4511, 6708, 2069, 8264, 6483, 602, 6134]","[5002, 1207, 3313, 4798, 1462, 4800, 2081, 3491, 4890, 2761]","[2761, 1475, 3553, 2071, 1530, 5989, 6635, 4927, 6666, 4129, 2006, 6483, 6753, 4798, 1251, 7975, 3491, 8106, 3313, 5002]","[2761, 1475, 3553, 2071, 1530, 5989, 6635, 4927, 6666, 4129]","[3553, 8056, 6369, 4927, 6149, 5585, 1462, 2917, 8144, 8106, 5276, 1251, 6134, 6348, 7863, 3967, 2674, 2071, 2006, 5989]","[3553, 8056, 6369, 4927, 6149, 5585, 1462, 2917, 8144, 8106]","[8109, 6666, 4800, 1475, 2761, 5002, 3291, 4135, 7865, 2876, 2917, 6912, 8264, 7619, 5773, 2042, 2674, 1379, 6348, 166]","[8109, 6666, 4800, 1475, 2761, 5002, 3291, 4135, 7865, 2876]"
прогноз погоды,[3159],1,"[5059, 6425, 3159, 5112, 2695, 2015, 6079, 1314, 3856, 2123, 6167, 5977, 7162, 5822, 7572, 4587, 785, 1999, 4035, 7419]","[5059, 6425, 3159, 5112, 2695, 2015, 6079, 1314, 3856, 2123]","[3159, 5059, 7022, 5808, 4587, 5977, 4151, 6079, 6585, 5134, 7144, 2493, 6167, 3326, 2015, 5968, 1314, 4238, 3971, 4402]","[3159, 5059, 7022, 5808, 4587, 5977, 4151, 6079, 6585, 5134]","[5977, 5808, 4587, 3159, 3326, 6167, 2015, 5059, 2066, 2493, 5134, 4198, 7022, 3856, 6425, 5968, 637, 2054, 1835, 6079]","[5977, 5808, 4587, 3159, 3326, 6167, 2015, 5059, 2066, 2493]","[3159, 7022, 7645, 5977, 2493, 2066, 4587, 6167, 5808, 5112, 5059, 7144, 1211, 8037, 1272, 6425, 6079, 637, 3780, 7162]","[3159, 7022, 7645, 5977, 2493, 2066, 4587, 6167, 5808, 5112]"
неожиданные применения научных достижений,[1011],1,"[5355, 2842, 112, 6212, 5123, 4695, 7775, 7612, 5665, 4126, 2724, 6134, 7206, 4890, 7049, 2917, 7177, 1998, 7463, 7589]","[5355, 2842, 112, 6212, 5123, 4695, 7775, 7612, 5665, 4126]","[5355, 2842, 4105, 7486, 4695, 6212, 7276, 3653, 5123, 8144, 7333, 7463, 7325, 8251, 1432, 7433, 7040, 6138, 4649, 7589]","[5355, 2842, 4105, 7486, 4695, 6212, 7276, 3653, 5123, 8144]","[5355, 7543, 4695, 4105, 6138, 5123, 7325, 7298, 3653, 7288, 7177, 8251, 4383, 7333, 7463, 7049, 2842, 4951, 2603, 1998]","[5355, 7543, 4695, 4105, 6138, 5123, 7325, 7298, 3653, 7288]","[4105, 5355, 7049, 6212, 5774, 6138, 821, 1998, 5422, 7081, 7463, 2842, 7433, 1379, 1432, 2085, 5878, 8144, 7589, 2603]","[4105, 5355, 7049, 6212, 5774, 6138, 821, 1998, 5422, 7081]"
статьи о искусственном интеллекте в образовании,[7695],1,"[7695, 7898, 6134, 2482, 1335, 7316, 6515, 4750, 3209, 7463, 7351, 4173, 2985, 5164, 6529, 7363, 2357, 1319, 2517, 4586]","[7695, 7898, 6134, 2482, 1335, 7316, 6515, 4750, 3209, 7463]","[7695, 7898, 2482, 2517, 2594, 5922, 4750, 6515, 7363, 3209, 1254, 6018, 76, 5761, 7588, 3320, 7316, 3263, 7589, 7936]","[7695, 7898, 2482, 2517, 2594, 5922, 4750, 6515, 7363, 3209]","[7695, 7898, 2482, 5163, 7463, 2517, 4586, 2918, 3209, 6515, 1335, 5922, 4750, 76, 3263, 4915, 7782, 1254, 237, 3320]","[7695, 7898, 2482, 5163, 7463, 2517, 4586, 2918, 3209, 6515]","[5323, 2517, 3014, 7695, 4173, 7782, 2287, 4750, 2357, 3320, 1254, 2918, 2985, 2623, 2368, 7898, 3617, 3209, 7936, 6018]","[5323, 2517, 3014, 7695, 4173, 7782, 2287, 4750, 2357, 3320]"
СФУ,"[4043, 4208, 6217, 6235, 6422, 6439, 7105, 7573]",8,"[6235, 3070, 6422, 4208, 7668, 1207, 5984, 6418, 6439, 5176, 3465, 6393, 6822, 328, 6124, 5507, 6753, 5299, 417, 6372]","[6235, 3070, 6422, 4208, 7668, 1207, 5984, 6418, 6439, 5176]","[6439, 6422, 6235, 4043, 2011, 3088, 4208, 3163, 7388, 3785, 3503, 5176, 5500, 1263, 3132, 5353, 166, 1334, 5049, 5151]","[6439, 6422, 6235, 4043, 2011, 3088, 4208, 3163, 7388, 3785]","[3132, 5353, 1805, 7388, 4043, 6422, 1851, 1008, 6393, 1207, 4878, 6418, 5368, 4581, 5176, 6039, 6372, 6235, 4208, 3210]","[3132, 5353, 1805, 7388, 4043, 6422, 1851, 1008, 6393, 1207]","[6235, 6422, 4208, 6439, 4581, 4043, 5176, 7626, 6462, 3465, 3163, 4959, 4917, 1851, 3132, 2011, 4878, 7117, 6418, 1780]","[6235, 6422, 4208, 6439, 4581, 4043, 5176, 7626, 6462, 3465]"
исследования упрочняющих покрытий на твердых сплавах,[3740],1,"[3740, 1569, 245, 213, 1682, 4511, 1377, 2675, 6114, 2001, 7950, 7765, 7994, 18, 7265, 7329, 1207, 2621, 2707, 3091]","[3740, 1569, 245, 213, 1682, 4511, 1377, 2675, 6114, 2001]","[3740, 1682, 7994, 3505, 2783, 1665, 7329, 7765, 7208, 6339, 2001, 3708, 1421, 3759, 5506, 5580, 6599, 2426, 6350, 2707]","[3740, 1682, 7994, 3505, 2783, 1665, 7329, 7765, 7208, 6339]","[7994, 3505, 3740, 7208, 1682, 2675, 6599, 2017, 2891, 1443, 3708, 1902, 3091, 874, 7053, 8048, 1569, 8042, 7765, 2783]","[7994, 3505, 3740, 7208, 1682, 2675, 6599, 2017, 2891, 1443]","[3740, 3708, 7994, 3505, 2426, 1682, 7329, 6350, 3759, 2017, 2783, 245, 2170, 2001, 8042, 5580, 3542, 8048, 2069, 3202]","[3740, 3708, 7994, 3505, 2426, 1682, 7329, 6350, 3759, 2017]"
алгоритмы оптимизации в Тюмени,[6338],1,"[7767, 4221, 7396, 6338, 2641, 7666, 6660, 5828, 7103, 5922, 2190, 6207, 4750, 7524, 5458, 3833, 4065, 7354, 6158, 6087]","[7767, 4221, 7396, 6338, 2641, 7666, 6660, 5828, 7103, 5922]","[1237, 5458, 6207, 6338, 2190, 4221, 6158, 7552, 2641, 1525, 1261, 424, 7666, 6639, 5828, 5391, 4818, 7483, 7567, 676]","[1237, 5458, 6207, 6338, 2190, 4221, 6158, 7552, 2641, 1525]","[4221, 2604, 4818, 5458, 1115, 676, 1237, 6915, 683, 1261, 6338, 7396, 4063, 1525, 4486, 7216, 1016, 6887, 6161, 5785]","[4221, 2604, 4818, 5458, 1115, 676, 1237, 6915, 683, 1261]","[6338, 5883, 7767, 4172, 676, 5391, 6284, 6207, 2190, 4780, 4221, 1237, 683, 4065, 5083, 2885, 6966, 1016, 5828, 1525]","[6338, 5883, 7767, 4172, 676, 5391, 6284, 6207, 2190, 4780]"
влияние гербицидов на окружающую среду,[2049],1,"[5027, 2049, 3246, 7500, 2728, 6170, 6753, 2773, 8237, 7136, 7076, 5641, 3891, 5244, 671, 5350, 7867, 3458, 6932, 4140]","[5027, 2049, 3246, 7500, 2728, 6170, 6753, 2773, 8237, 7136]","[5027, 5983, 5118, 5336, 1950, 1329, 7446, 4878, 7976, 2957, 1351, 6649, 8237, 7123, 7044, 4264, 6489, 5244, 4885, 1933]","[5027, 5983, 5118, 5336, 1950, 1329, 7446, 4878, 7976, 2957]","[5027, 3246, 1329, 2728, 1351, 289, 6748, 8237, 3534, 6649, 5244, 5194, 1926, 5381, 2049, 6932, 4141, 266, 3660, 8055]","[5027, 3246, 1329, 2728, 1351, 289, 6748, 8237, 3534, 6649]","[5027, 6309, 7968, 6126, 7076, 3431, 4069, 4140, 6447, 4956, 2628, 6898, 6933, 6735, 5410, 3816, 7386, 1336, 5118, 5641]","[5027, 6309, 7968, 6126, 7076, 3431, 4069, 4140, 6447, 4956]"
биология головокружения у животных,[3837],1,"[8150, 6631, 6385, 4815, 4660, 7330, 7829, 2535, 7714, 6262, 7531, 2023, 2702, 6133, 4524, 8084, 6459, 6514, 1919, 1038]","[8150, 6631, 6385, 4815, 4660, 7330, 7829, 2535, 7714, 6262]","[8150, 6133, 2702, 3837, 1427, 7714, 1583, 1380, 4629, 841, 3044, 3299, 4569, 3174, 8263, 2620, 1766, 2535, 1215, 7582]","[8150, 6133, 2702, 3837, 1427, 7714, 1583, 1380, 4629, 841]","[8150, 4815, 3161, 4524, 6750, 6273, 7219, 841, 8167, 6385, 2023, 6631, 8101, 4629, 2702, 6111, 6262, 7109, 7055, 1483]","[8150, 4815, 3161, 4524, 6750, 6273, 7219, 841, 8167, 6385]","[6273, 1766, 3174, 6497, 1483, 1583, 8150, 7233, 4815, 2620, 1919, 6750, 3899, 2024, 7330, 1427, 6262, 7124, 5166, 5947]","[6273, 1766, 3174, 6497, 1483, 1583, 8150, 7233, 4815, 2620]"
влияние диабета на мозг,[1492],1,"[1492, 2005, 6035, 6492, 4286, 3880, 5238, 5032, 3048, 8186, 3416, 1694, 3411, 7995, 2138, 5353, 2522, 4081, 6385, 1968]","[1492, 2005, 6035, 6492, 4286, 3880, 5238, 5032, 3048, 8186]","[1492, 5492, 4081, 6492, 5466, 4117, 6144, 4901, 3880, 4931, 5804, 370, 7912, 7539, 7677, 791, 4826, 3416, 2888, 8009]","[1492, 5492, 4081, 6492, 5466, 4117, 6144, 4901, 3880, 4931]","[1492, 6892, 4286, 3411, 3880, 5492, 6664, 3278, 2005, 8026, 2636, 1634, 8009, 3897, 6416, 8186, 6080, 791, 5353, 5043]","[1492, 6892, 4286, 3411, 3880, 5492, 6664, 3278, 2005, 8026]","[1492, 6892, 6664, 7912, 1634, 6273, 8026, 3989, 4584, 3275, 6492, 4901, 4286, 1694, 6416, 5612, 3295, 2602, 2522, 1254]","[1492, 6892, 6664, 7912, 1634, 6273, 8026, 3989, 4584, 3275]"
статьи про переработку опасных отходов,[757],1,"[5063, 6498, 6999, 4817, 211, 4078, 5782, 5114, 8237, 7189, 5036, 126, 3642, 7123, 7486, 999, 2032, 2090, 6753, 4401]","[5063, 6498, 6999, 4817, 211, 4078, 5782, 5114, 8237, 7189]","[685, 126, 4078, 211, 3642, 5063, 2259, 8109, 5036, 475, 1926, 6801, 7945, 5054, 1283, 2032, 2348, 5178, 1913, 6843]","[685, 126, 4078, 211, 3642, 5063, 2259, 8109, 5036, 475]","[4786, 8109, 3642, 685, 6498, 4078, 211, 5063, 475, 126, 6843, 1283, 6801, 1913, 6999, 7945, 2032, 4817, 1666, 5036]","[4786, 8109, 3642, 685, 6498, 4078, 211, 5063, 475, 126]","[126, 5063, 211, 8109, 6498, 1283, 685, 6843, 475, 4078, 5782, 1913, 3467, 3642, 3149, 6134, 2032, 3418, 991, 5054]","[126, 5063, 211, 8109, 6498, 1283, 685, 6843, 475, 4078]"
исследования Пермского Политеха,[6546],1,"[4146, 1393, 5965, 1844, 7598, 1425, 6038, 7053, 1853, 357, 4730, 2427, 5985, 5260, 5519, 1328, 2799, 1179, 3159, 6488]","[4146, 1393, 5965, 1844, 7598, 1425, 6038, 7053, 1853, 357]","[1393, 287, 1844, 6797, 6152, 1425, 2427, 5519, 4146, 3007, 1249, 5101, 5965, 425, 3332, 7133, 4679, 7598, 7863, 2799]","[1393, 287, 1844, 6797, 6152, 1425, 2427, 5519, 4146, 3007]","[1844, 1393, 1425, 1099, 357, 6152, 2427, 6797, 1328, 4146, 2960, 3240, 1249, 3007, 4730, 5519, 425, 287, 7133, 1229]","[1844, 1393, 1425, 1099, 357, 6152, 2427, 6797, 1328, 4146]","[5965, 1743, 1425, 1844, 5985, 1099, 357, 4964, 1393, 6152, 2427, 7341, 3127, 7458, 3240, 425, 5519, 1229, 326, 785]","[5965, 1743, 1425, 1844, 5985, 1099, 357, 4964, 1393, 6152]"
злокачественная опухоль,"[348, 1334, 2824, 4133, 5973, 7545, 7925]",7,"[5185, 5698, 7634, 2052, 242, 702, 7201, 7710, 2824, 1334, 749, 7774, 6853, 5888, 6304, 3360, 4188, 4785, 6086, 7806]","[5185, 5698, 7634, 2052, 242, 702, 7201, 7710, 2824, 1334]","[242, 5185, 4133, 7634, 2222, 2052, 3552, 5698, 3898, 555, 5024, 5542, 1661, 7814, 6490, 6853, 6086, 2824, 7298, 702]","[242, 5185, 4133, 7634, 2222, 2052, 3552, 5698, 3898, 555]","[2824, 242, 5185, 3185, 4785, 6853, 578, 2052, 702, 3560, 1661, 7549, 1920, 1483, 7814, 2314, 3031, 3399, 5459, 3792]","[2824, 242, 5185, 3185, 4785, 6853, 578, 2052, 702, 3560]","[5185, 5527, 242, 450, 7549, 3552, 2824, 1334, 6086, 6853, 2052, 4133, 1661, 4188, 6490, 1082, 7806, 5698, 7774, 4936]","[5185, 5527, 242, 450, 7549, 3552, 2824, 1334, 6086, 6853]"
терновые венцы у водяных блох,[2494],1,"[2494, 6459, 7247, 7656, 566, 3381, 7531, 469, 7529, 4407, 6147, 4282, 7736, 8124, 3130, 6631, 7886, 4125, 2428, 5831]","[2494, 6459, 7247, 7656, 566, 3381, 7531, 469, 7529, 4407]","[2494, 6147, 7662, 4986, 4125, 7247, 2591, 8255, 4407, 3843, 5604, 8124, 7896, 1691, 7292, 7730, 6143, 6631, 7917, 5831]","[2494, 6147, 7662, 4986, 4125, 7247, 2591, 8255, 4407, 3843]","[2494, 7058, 1194, 7247, 7366, 565, 7894, 7886, 8255, 8124, 469, 8027, 5401, 4215, 2692, 4703, 3381, 7662, 2428, 4863]","[2494, 7058, 1194, 7247, 7366, 565, 7894, 7886, 8255, 8124]","[2494, 1369, 4863, 2644, 3843, 7529, 2428, 6309, 3029, 7058, 8027, 27, 418, 2773, 1102, 5991, 3250, 7779, 458, 7531]","[2494, 1369, 4863, 2644, 3843, 7529, 2428, 6309, 3029, 7058]"
Балтийское море,"[812, 1366, 3205, 4450]",4,"[3205, 812, 188, 1366, 3834, 229, 867, 3606, 4992, 4269, 7553, 6520, 787, 6167, 7399, 318, 3018, 2549, 6394, 6982]","[3205, 812, 188, 1366, 3834, 229, 867, 3606, 4992, 4269]","[2393, 812, 3205, 5654, 7553, 3654, 1366, 7306, 229, 6509, 7722, 8095, 4269, 7421, 2549, 4050, 3606, 3113, 787, 397]","[2393, 812, 3205, 5654, 7553, 3654, 1366, 7306, 229, 6509]","[658, 2393, 3205, 4269, 7773, 812, 1722, 229, 6520, 4200, 3018, 3323, 87, 7399, 3331, 7600, 7722, 6317, 1366, 4937]","[658, 2393, 3205, 4269, 7773, 812, 1722, 229, 6520, 4200]","[2393, 658, 5373, 229, 3018, 4374, 6510, 5808, 4050, 5119, 3205, 4908, 6669, 6167, 7949, 4269, 6394, 867, 812, 2797]","[2393, 658, 5373, 229, 3018, 4374, 6510, 5808, 4050, 5119]"
океан подо льдом Энцелада,[7828],1,"[6773, 7828, 7242, 4469, 3513, 7296, 1376, 3858, 3248, 4839, 40, 1903, 3587, 3754, 4431, 6654, 3725, 6813, 2616, 4331]","[6773, 7828, 7242, 4469, 3513, 7296, 1376, 3858, 3248, 4839]","[3248, 7828, 4469, 6773, 1903, 1011, 7242, 4811, 4839, 3513, 506, 2797, 5373, 3858, 7296, 7553, 5494, 4200, 1376, 6425]","[3248, 7828, 4469, 6773, 1903, 1011, 7242, 4811, 4839, 3513]","[4469, 4839, 1376, 7242, 6773, 5414, 78, 7828, 3754, 3248, 2378, 3858, 491, 2616, 1011, 652, 4807, 5221, 3513, 3587]","[4469, 4839, 1376, 7242, 6773, 5414, 78, 7828, 3754, 3248]","[4839, 5373, 7679, 688, 6654, 7419, 4469, 7553, 7242, 6342, 4854, 7773, 5175, 4807, 2797, 4200, 1045, 37, 3513, 3248]","[4839, 5373, 7679, 688, 6654, 7419, 4469, 7553, 7242, 6342]"
виагра,"[4408, 4633, 5289]",3,"[4633, 7558, 6291, 640, 4408, 6278, 6107, 7544, 3250, 5289, 3105, 1044, 7204, 147, 543, 2094, 5353, 7947, 4370, 5486]","[4633, 7558, 6291, 640, 4408, 6278, 6107, 7544, 3250, 5289]","[4408, 4633, 1194, 2323, 7558, 5289, 7697, 2879, 254, 3197, 2721, 2503, 6799, 3221, 7338, 3641, 3278, 6806, 5486, 3185]","[4408, 4633, 1194, 2323, 7558, 5289, 7697, 2879, 254, 3197]","[7338, 144, 6291, 3221, 3649, 7558, 1194, 3185, 2094, 2023, 5353, 7491, 4633, 3115, 6278, 4408, 254, 7544, 791, 517]","[7338, 144, 6291, 3221, 3649, 7558, 1194, 3185, 2094, 2023]","[4633, 4408, 517, 1194, 5289, 3197, 254, 6806, 5307, 1659, 465, 5380, 6886, 6799, 6735, 3880, 3530, 3185, 3115, 147]","[4633, 4408, 517, 1194, 5289, 3197, 254, 6806, 5307, 1659]"
спортсмены,"[1378, 2608, 3445, 3790, 5288, 7993]",6,"[2278, 3445, 1629, 5713, 5665, 725, 3322, 8062, 2155, 7047, 5347, 7993, 6124, 1120, 5288, 2964, 1509, 3142, 4240, 36]","[2278, 3445, 1629, 5713, 5665, 725, 3322, 8062, 2155, 7047]","[2278, 1629, 3445, 5288, 7444, 4458, 2155, 1509, 3322, 725, 1120, 6124, 2134, 1193, 7993, 2964, 759, 6371, 7344, 5713]","[2278, 1629, 3445, 5288, 7444, 4458, 2155, 1509, 3322, 725]","[2278, 759, 3753, 2155, 1378, 6371, 3445, 7444, 2400, 5713, 1509, 6873, 7993, 3322, 6767, 7069, 5288, 5470, 2662, 87]","[2278, 759, 3753, 2155, 1378, 6371, 3445, 7444, 2400, 5713]","[2278, 5288, 3322, 3445, 4727, 7444, 6124, 87, 5713, 6371, 1629, 7128, 1120, 759, 1509, 7993, 2964, 11, 7047, 5869]","[2278, 5288, 3322, 3445, 4727, 7444, 6124, 87, 5713, 6371]"
влияние пылевых клещей на здоровье,[1741],1,"[1741, 1431, 5991, 2216, 3555, 7771, 5291, 671, 5110, 7204, 3246, 6309, 4380, 14, 3563, 7136, 945, 3232, 6286, 3865]","[1741, 1431, 5991, 2216, 3555, 7771, 5291, 671, 5110, 7204]","[6286, 3951, 7771, 3563, 6294, 5641, 5618, 3048, 7934, 8135, 3555, 7768, 8107, 1545, 232, 7558, 1741, 5110, 155, 3936]","[6286, 3951, 7771, 3563, 6294, 5641, 5618, 3048, 7934, 8135]","[1329, 3563, 1741, 7558, 3246, 199, 2927, 6331, 6541, 3951, 443, 1129, 6649, 3543, 5499, 945, 7768, 8255, 1952, 14]","[1329, 3563, 1741, 7558, 3246, 199, 2927, 6331, 6541, 3951]","[3232, 6309, 2912, 660, 2728, 6307, 8080, 4100, 6735, 5410, 5248, 3948, 8255, 2467, 7136, 4844, 1545, 232, 8027, 3865]","[3232, 6309, 2912, 660, 2728, 6307, 8080, 4100, 6735, 5410]"
3D-модель,"[1697, 1844, 3076, 6546, 6927]",5,"[6927, 7664, 4831, 1144, 3076, 7228, 6310, 6082, 7757, 3889, 6073, 1579, 2521, 6389, 5387, 3071, 5978, 4679, 449, 6858]","[6927, 7664, 4831, 1144, 3076, 7228, 6310, 6082, 7757, 3889]","[5387, 6082, 4831, 6927, 1579, 2228, 732, 3076, 793, 1144, 2481, 1214, 3071, 7664, 5978, 2645, 1697, 5949, 896, 3889]","[5387, 6082, 4831, 6927, 1579, 2228, 732, 3076, 793, 1144]","[5086, 2481, 3071, 4673, 4679, 4959, 7757, 1713, 4831, 6927, 449, 2521, 2461, 6310, 1205, 5978, 1118, 5387, 8050, 1562]","[5086, 2481, 3071, 4673, 4679, 4959, 7757, 1713, 4831, 6927]","[2481, 6927, 1579, 732, 6310, 7757, 5978, 1144, 793, 2521, 1205, 6082, 5172, 1562, 1118, 1214, 2645, 1713, 4831, 1697]","[2481, 6927, 1579, 732, 6310, 7757, 5978, 1144, 793, 2521]"
открытия в области полупроводников,[1294],1,"[1609, 2742, 1979, 5854, 1309, 894, 4281, 2027, 5000, 1662, 7431, 586, 1748, 4661, 2258, 2277, 3088, 3744, 1935, 2173]","[1609, 2742, 1979, 5854, 1309, 894, 4281, 2027, 5000, 1662]","[1609, 4281, 2631, 5765, 6655, 3088, 1979, 2027, 6321, 1662, 433, 7355, 5854, 2406, 1227, 3064, 894, 4628, 2295, 2472]","[1609, 4281, 2631, 5765, 6655, 3088, 1979, 2027, 6321, 1662]","[1609, 4126, 4281, 2631, 1979, 7355, 5065, 3744, 6655, 4990, 5000, 4954, 3064, 2295, 5228, 2742, 6174, 3002, 894, 6321]","[1609, 4126, 4281, 2631, 1979, 7355, 5065, 3744, 6655, 4990]","[1609, 1979, 3088, 433, 2631, 2994, 894, 2554, 4628, 2233, 7355, 4281, 3064, 5765, 5228, 5854, 6321, 2742, 4990, 1570]","[1609, 1979, 3088, 433, 2631, 2994, 894, 2554, 4628, 2233]"
