request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other
статьи о пещерных пауках,[1468],1,"[1468, 8248, 7528, 5166, 2988, 7603, 1056, 7417, 880, 6267, 4986, 3768, 938, 5604, 1092, 2886, 2678, 2960, 233, 7808]","[1468, 8248, 7528, 5166, 2988, 7603, 1056, 7417, 880, 6267]","[1468, 901, 4986, 233, 8248, 7603, 7405, 5604, 7509, 7808, 5289, 2652, 659, 2428, 7298, 3768, 7528, 841, 7722, 4517]","[1468, 901, 4986, 233, 8248, 7603, 7405, 5604, 7509, 7808]","[8248, 1468, 7509, 901, 3768, 2960, 2644, 5559, 5289, 2428, 7603, 4986, 233, 7508, 2886, 7173, 1160, 2236, 4703, 7481]","[8248, 1468, 7509, 901, 3768, 2960, 2644, 5559, 5289, 2428]"
технологии Пермского Политеха,[6601],1,"[6713, 7598, 7053, 4679, 6938, 1425, 5965, 7370, 5101, 1393, 1099, 6225, 8148, 1328, 4730, 4146, 6488, 6283, 5519, 6038]","[6713, 7598, 7053, 4679, 6938, 1425, 5965, 7370, 5101, 1393]","[1249, 1099, 4679, 2010, 6938, 7598, 6225, 7341, 1480, 7053, 2228, 1425, 2461, 7370, 7975, 6145, 1844, 4195, 1393, 3824]","[1249, 1099, 4679, 2010, 6938, 7598, 6225, 7341, 1480, 7053]","[1249, 1844, 1480, 1099, 357, 7598, 7341, 2228, 3240, 4679, 425, 3731, 1425, 3889, 2427, 674, 6938, 7975, 2197, 7370]","[1249, 1844, 1480, 1099, 357, 7598, 7341, 2228, 3240, 4679]"
влияние экранного времени на здоровье детей,[528],1,"[5637, 3328, 528, 3004, 4391, 2971, 8178, 8244, 4684, 7401, 2127, 4956, 408, 2919, 4715, 5282, 3996, 1351, 1183, 5593]","[5637, 3328, 528, 3004, 4391, 2971, 8178, 8244, 4684, 7401]","[5637, 528, 3004, 3328, 8178, 5282, 4391, 7658, 2030, 4684, 1113, 408, 8086, 2198, 6012, 382, 3996, 6759, 5593, 4715]","[5637, 528, 3004, 3328, 8178, 5282, 4391, 7658, 2030, 4684]","[5637, 5282, 3328, 3004, 8178, 7658, 2030, 4684, 619, 574, 528, 8249, 5787, 5836, 4199, 2561, 6186, 6759, 472, 3407]","[5637, 5282, 3328, 3004, 8178, 7658, 2030, 4684, 619, 574]"
генетические исследования редких заболеваний,[628],1,"[5389, 3888, 3242, 4941, 3850, 1442, 3611, 628, 5408, 5714, 5441, 8105, 6945, 5269, 1853, 2940, 8046, 7775, 4517, 5041]","[5389, 3888, 3242, 4941, 3850, 1442, 3611, 628, 5408, 5714]","[5389, 4517, 3242, 7539, 1782, 3888, 5714, 6853, 640, 421, 628, 3734, 3611, 8134, 3031, 3850, 5979, 5653, 6107, 3249]","[5389, 4517, 3242, 7539, 1782, 3888, 5714, 6853, 640, 421]","[3888, 4738, 711, 7710, 6237, 3734, 421, 5714, 3552, 628, 6769, 3249, 5408, 4517, 5353, 6945, 3242, 3611, 6987, 2611]","[3888, 4738, 711, 7710, 6237, 3734, 421, 5714, 3552, 628]"
новости про Обдорскую миссию,[4558],1,"[4558, 8208, 5382, 7849, 6826, 5757, 4674, 7383, 5559, 6897, 7528, 3653, 7645, 4798, 3777, 7537, 7172, 6134, 4862, 6545]","[4558, 8208, 5382, 7849, 6826, 5757, 4674, 7383, 5559, 6897]","[4558, 5382, 67, 4582, 7645, 4497, 1470, 1765, 3234, 5434, 5999, 7849, 3777, 5757, 2143, 6098, 492, 2437, 7560, 8208]","[4558, 5382, 67, 4582, 7645, 4497, 1470, 1765, 3234, 5434]","[4558, 8208, 5434, 5999, 5382, 1470, 7537, 6897, 1765, 3234, 7645, 3777, 2437, 5039, 7849, 7988, 7560, 5559, 67, 8144]","[4558, 8208, 5434, 5999, 5382, 1470, 7537, 6897, 1765, 3234]"
генетические последствия употребления подсластителей,[5431],1,"[6286, 957, 5431, 3880, 8107, 6788, 5417, 1208, 7349, 266, 5041, 1946, 3803, 5035, 3877, 3996, 3940, 2636, 289, 5466]","[6286, 957, 5431, 3880, 8107, 6788, 5417, 1208, 7349, 266]","[957, 5417, 2636, 6286, 3663, 8107, 7796, 5558, 3803, 1641, 7107, 4715, 7082, 1351, 6788, 6116, 3543, 1946, 3948, 7677]","[957, 5417, 2636, 6286, 3663, 8107, 7796, 5558, 3803, 1641]","[6788, 266, 5431, 3551, 5417, 1351, 6286, 1208, 6116, 4633, 3877, 957, 5558, 7796, 7349, 1129, 3918, 1659, 2636, 3996]","[6788, 266, 5431, 3551, 5417, 1351, 6286, 1208, 6116, 4633]"
браконьерство,"[3517, 7018, 7584]",3,"[7172, 543, 8040, 5401, 7558, 2644, 7584, 8200, 6793, 4987, 4815, 6893, 4474, 1286, 3976, 4356, 7506, 6134, 3158, 7424]","[7172, 543, 8040, 5401, 7558, 2644, 7584, 8200, 6793, 4987]","[494, 6700, 7810, 2954, 7172, 5289, 2222, 4096, 8040, 420, 6047, 69, 6263, 5738, 650, 7506, 4474, 5341, 7349, 3839]","[494, 6700, 7810, 2954, 7172, 5289, 2222, 4096, 8040, 420]","[69, 4474, 494, 3131, 7558, 7039, 7661, 4152, 7360, 5289, 1659, 2886, 3748, 6658, 2400, 4226, 3249, 6700, 3695, 7113]","[69, 4474, 494, 3131, 7558, 7039, 7661, 4152, 7360, 5289]"
новые методы поиска темной материи,[2390],1,"[4938, 4038, 6221, 3474, 1142, 1808, 428, 4976, 1153, 6414, 7384, 6620, 2390, 7784, 3067, 5481, 1105, 2051, 745, 1620]","[4938, 4038, 6221, 3474, 1142, 1808, 428, 4976, 1153, 6414]","[4938, 3, 5514, 3075, 1142, 7784, 6620, 3067, 135, 4038, 745, 2697, 1153, 7758, 1620, 3474, 7807, 6418, 6221, 4976]","[4938, 3, 5514, 3075, 1142, 7784, 6620, 3067, 135, 4038]","[4938, 7456, 3, 135, 4196, 3474, 3075, 1808, 6620, 8145, 538, 5514, 4038, 1620, 428, 7784, 7758, 7680, 2390, 1142]","[4938, 7456, 3, 135, 4196, 3474, 3075, 1808, 6620, 8145]"
методы спутникового поиска,[220],1,"[5379, 6092, 1903, 544, 4781, 492, 1922, 2492, 4702, 5936, 756, 6031, 1338, 5335, 4285, 7749, 1170, 8208, 2531, 8145]","[5379, 6092, 1903, 544, 4781, 492, 1922, 2492, 4702, 5936]","[4285, 5379, 733, 64, 7749, 6373, 3659, 581, 4949, 1922, 1098, 7383, 4942, 1338, 6374, 6092, 7784, 2597, 5335, 7197]","[4285, 5379, 733, 64, 7749, 6373, 3659, 581, 4949, 1922]","[4285, 2226, 1970, 64, 2492, 744, 581, 7045, 1851, 6031, 4197, 7383, 4949, 5335, 2531, 6805, 4861, 4661, 5379, 4942]","[4285, 2226, 1970, 64, 2492, 744, 581, 7045, 1851, 6031]"
достижения в астрофизике,[532],1,"[2896, 1447, 7117, 1437, 2337, 7849, 7537, 936, 2607, 7811, 1877, 4025, 7112, 1073, 2744, 1189, 7276, 5913, 3979, 3243]","[2896, 1447, 7117, 1437, 2337, 7849, 7537, 936, 2607, 7811]","[7117, 8066, 4038, 5913, 1338, 3243, 2540, 1073, 4155, 4720, 7045, 2896, 2928, 7343, 631, 2409, 3653, 2607, 7849, 5877]","[7117, 8066, 4038, 5913, 1338, 3243, 2540, 1073, 4155, 4720]","[7117, 7045, 5913, 1338, 7276, 1437, 3653, 2409, 4838, 7849, 2740, 7694, 4265, 1808, 2457, 7811, 4540, 3243, 2383, 517]","[7117, 7045, 5913, 1338, 7276, 1437, 3653, 2409, 4838, 7849]"
SpaceX Starship,[2432],1,"[2753, 3610, 6450, 4217, 4463, 8208, 1057, 415, 2066, 3167, 5039, 3620, 2437, 6377, 7560, 3720, 4647, 1052, 4672, 7665]","[2753, 3610, 6450, 4217, 4463, 8208, 1057, 415, 2066, 3167]","[2753, 3610, 4217, 6450, 1057, 415, 4463, 2066, 7665, 4647, 3815, 1048, 3464, 3415, 6377, 2437, 1707, 6833, 3293, 5039]","[2753, 3610, 4217, 6450, 1057, 415, 4463, 2066, 7665, 4647]","[415, 3610, 4463, 2753, 1057, 6450, 3179, 4217, 2066, 3464, 1052, 1707, 1048, 3167, 3293, 7665, 7045, 7818, 2437, 4647]","[415, 3610, 4463, 2753, 1057, 6450, 3179, 4217, 2066, 3464]"
суицид,"[1889, 3969, 6312, 7196]",4,"[4803, 274, 7697, 2523, 3058, 14, 6484, 6312, 6918, 2844, 3684, 171, 3969, 1647, 6341, 4571, 4433, 6948, 4329, 7196]","[4803, 274, 7697, 2523, 3058, 14, 6484, 6312, 6918, 2844]","[4571, 6229, 1647, 4803, 3058, 2844, 3684, 3330, 2574, 1120, 3969, 5555, 4433, 6631, 254, 274, 841, 6918, 7061, 178]","[4571, 6229, 1647, 4803, 3058, 2844, 3684, 3330, 2574, 1120]","[3218, 4571, 3058, 3969, 274, 2844, 3684, 254, 4329, 4433, 3278, 2574, 7697, 1647, 7196, 8157, 1889, 3214, 6484, 6932]","[3218, 4571, 3058, 3969, 274, 2844, 3684, 254, 4329, 4433]"
статьи о фотосинтезе,[5641],1,"[3066, 6409, 1999, 5228, 3535, 5507, 5023, 1681, 5793, 693, 6134, 5127, 6427, 2659, 549, 6418, 7434, 6328, 550, 6209]","[3066, 6409, 1999, 5228, 3535, 5507, 5023, 1681, 5793, 693]","[3066, 3535, 2990, 5057, 5793, 6409, 6418, 2515, 4760, 1660, 2686, 5123, 6968, 6543, 693, 7434, 610, 768, 2988, 5228]","[3066, 3535, 2990, 5057, 5793, 6409, 6418, 2515, 4760, 1660]","[3066, 5228, 5793, 2917, 6409, 6543, 3535, 2990, 5299, 3312, 277, 550, 768, 5057, 7828, 2686, 5023, 112, 693, 5507]","[3066, 5228, 5793, 2917, 6409, 6543, 3535, 2990, 5299, 3312]"
статьи про обезьян и туристов,[1450],1,"[1450, 2171, 111, 7043, 2053, 7258, 7508, 6681, 7914, 851, 7597, 4422, 4017, 7164, 6700, 2964, 1223, 1507, 7532, 2678]","[1450, 2171, 111, 7043, 2053, 7258, 7508, 6681, 7914, 851]","[1450, 2964, 2171, 5604, 599, 5421, 6136, 3414, 3030, 1005, 4017, 659, 7914, 4361, 3917, 7557, 4779, 6379, 5929, 8200]","[1450, 2964, 2171, 5604, 599, 5421, 6136, 3414, 3030, 1005]","[5556, 7532, 1450, 824, 1068, 4422, 5421, 851, 2171, 1005, 7508, 7597, 6681, 4779, 3724, 3914, 709, 1223, 7914, 4361]","[5556, 7532, 1450, 824, 1068, 4422, 5421, 851, 2171, 1005]"
антропоморфные симуляторы в стоматологии,[6283],1,"[1229, 989, 6364, 6283, 1261, 5795, 1820, 6199, 1361, 2215, 1023, 4370, 5159, 5587, 5731, 1266, 2736, 1767, 4735, 5975]","[1229, 989, 6364, 6283, 1261, 5795, 1820, 6199, 1361, 2215]","[1229, 8028, 1511, 6234, 6860, 7156, 1751, 2069, 1361, 7940, 4735, 69, 6283, 8183, 4240, 8062, 1261, 2736, 3542, 6249]","[1229, 8028, 1511, 6234, 6860, 7156, 1751, 2069, 1361, 7940]","[1229, 1594, 1361, 2215, 1261, 3329, 7940, 6234, 5975, 5159, 311, 713, 989, 6964, 5605, 3604, 69, 5767, 7511, 6345]","[1229, 1594, 1361, 2215, 1261, 3329, 7940, 6234, 5975, 5159]"
пропаганда,"[558, 6917, 7610]",3,"[6917, 7558, 4006, 5197, 7957, 6933, 3232, 88, 6961, 7142, 558, 3057, 19, 4844, 6479, 3577, 1480, 3288, 6937, 3518]","[6917, 7558, 4006, 5197, 7957, 6933, 3232, 88, 6961, 7142]","[6917, 4434, 7142, 2558, 1607, 1480, 3838, 5397, 3518, 3057, 1816, 2628, 4766, 7389, 3577, 4844, 6478, 88, 4514, 6937]","[6917, 4434, 7142, 2558, 1607, 1480, 3838, 5397, 3518, 3057]","[1480, 5397, 6917, 1183, 3838, 7645, 1444, 5197, 2558, 3288, 4844, 7142, 1607, 4006, 4890, 3577, 8208, 4646, 7610, 4497]","[1480, 5397, 6917, 1183, 3838, 7645, 1444, 5197, 2558, 3288]"
статьи про разрыв яичка,[1420],1,"[1420, 5006, 6337, 5166, 4356, 5486, 4749, 3296, 7298, 3024, 5185, 266, 5459, 5520, 3891, 5074, 5934, 4308, 543, 4101]","[1420, 5006, 6337, 5166, 4356, 5486, 4749, 3296, 7298, 3024]","[1420, 1632, 7298, 2840, 3024, 2886, 4703, 7061, 4816, 5486, 3336, 543, 7096, 6337, 7922, 266, 7411, 698, 4522, 8149]","[1420, 1632, 7298, 2840, 3024, 2886, 4703, 7061, 4816, 5486]","[1420, 5423, 7544, 6337, 5486, 4703, 6774, 559, 822, 139, 7177, 3449, 4119, 6998, 533, 543, 3336, 7298, 4564, 4816]","[1420, 5423, 7544, 6337, 5486, 4703, 6774, 559, 822, 139]"
статьи о воздействии воздушных шаров на климат,[3497],1,"[2123, 2772, 6920, 6536, 7183, 2988, 7734, 486, 1157, 2585, 1055, 3856, 4198, 1558, 3596, 4083, 463, 4334, 4003, 1837]","[2123, 2772, 6920, 6536, 7183, 2988, 7734, 486, 1157, 2585]","[7183, 1687, 7734, 2040, 965, 290, 1558, 6536, 8037, 7725, 4821, 6493, 4968, 7773, 3822, 2048, 3335, 1504, 8196, 6949]","[7183, 1687, 7734, 2040, 965, 290, 1558, 6536, 8037, 7725]","[1558, 2449, 2040, 6867, 7076, 4003, 1055, 4968, 7183, 1157, 486, 2056, 4198, 1687, 5507, 785, 5280, 4111, 1702, 2048]","[1558, 2449, 2040, 6867, 7076, 4003, 1055, 4968, 7183, 1157]"
древние методы верховой езды,[6242],1,"[6242, 6739, 5532, 3432, 1749, 172, 6455, 6477, 325, 7286, 6793, 7550, 829, 6185, 7833, 4258, 1512, 7173, 3254, 6795]","[6242, 6739, 5532, 3432, 1749, 172, 6455, 6477, 325, 7286]","[6739, 6242, 6455, 5532, 6738, 172, 6795, 6755, 4977, 4258, 6205, 7079, 6298, 1749, 3432, 3453, 7576, 8108, 2526, 7750]","[6739, 6242, 6455, 5532, 6738, 172, 6795, 6755, 4977, 4258]","[6739, 5513, 6298, 8108, 7360, 6755, 7172, 3432, 6477, 3742, 5532, 6455, 6242, 7558, 4028, 1512, 7550, 7304, 6795, 3453]","[6739, 5513, 6298, 8108, 7360, 6755, 7172, 3432, 6477, 3742]"
статьи о применении овса для очистки почвы,[1505],1,"[1505, 5036, 4141, 2442, 1114, 211, 463, 3660, 6411, 717, 4078, 1253, 1066, 8237, 4692, 7135, 1415, 7189, 6749, 7672]","[1505, 5036, 4141, 2442, 1114, 211, 463, 3660, 6411, 717]","[717, 7135, 1505, 2429, 8103, 999, 7123, 4078, 5027, 4964, 211, 1066, 1586, 1996, 8109, 2348, 945, 3675, 2986, 175]","[717, 7135, 1505, 2429, 8103, 999, 7123, 4078, 5027, 4964]","[1415, 4918, 1505, 2429, 7017, 2090, 8109, 6097, 6109, 253, 425, 2348, 2019, 3568, 2170, 179, 5027, 4817, 3930, 4964]","[1415, 4918, 1505, 2429, 7017, 2090, 8109, 6097, 6109, 253]"
эпидуральная стимуляция спинного мозга,[3041],1,"[3041, 5093, 1880, 2325, 4910, 7154, 6129, 2064, 1656, 7769, 3316, 1813, 2979, 8239, 2375, 3423, 8167, 8198, 6993, 1147]","[3041, 5093, 1880, 2325, 4910, 7154, 6129, 2064, 1656, 7769]","[3041, 5093, 7150, 2325, 3316, 1880, 2064, 7769, 6199, 3423, 4910, 1656, 8150, 7614, 8167, 6847, 5016, 6248, 2606, 6452]","[3041, 5093, 7150, 2325, 3316, 1880, 2064, 7769, 6199, 3423]","[3041, 5093, 2325, 4910, 7753, 8239, 7769, 8167, 7356, 1880, 5485, 1813, 6262, 7150, 1656, 3547, 3316, 3348, 6469, 6129]","[3041, 5093, 2325, 4910, 7753, 8239, 7769, 8167, 7356, 1880]"
влияние технологий на сон подростков,[3692],1,"[3692, 3678, 619, 6759, 4880, 5464, 3004, 528, 4939, 6871, 2055, 8201, 1113, 4329, 2184, 2456, 4184, 5201, 4609, 5610]","[3692, 3678, 619, 6759, 4880, 5464, 3004, 528, 4939, 6871]","[3678, 7658, 528, 6759, 7888, 1723, 4939, 4305, 5610, 4184, 3328, 7556, 2919, 7452, 2184, 1113, 4042, 3605, 4329, 3077]","[3678, 7658, 528, 6759, 7888, 1723, 4939, 4305, 5610, 4184]","[7675, 7926, 2055, 4042, 4939, 4880, 6759, 1870, 8245, 4256, 51, 3222, 4609, 2865, 528, 6744, 5220, 4763, 3077, 857]","[7675, 7926, 2055, 4042, 4939, 4880, 6759, 1870, 8245, 4256]"
проблемы со здоровьем из-за низкой оплаты труда,[5426],1,"[5426, 2088, 5733, 6274, 6803, 3997, 4170, 4466, 2213, 5201, 4739, 3068, 7956, 3686, 6512, 2331, 383, 5237, 6492, 36]","[5426, 2088, 5733, 6274, 6803, 3997, 4170, 4466, 2213, 5201]","[5426, 6512, 1156, 4466, 3997, 6774, 4791, 2574, 5361, 2088, 5425, 7107, 5079, 4093, 4790, 862, 6803, 4301, 4763, 4803]","[5426, 6512, 1156, 4466, 3997, 6774, 4791, 2574, 5361, 2088]","[5426, 4790, 2088, 383, 862, 36, 3871, 3589, 3268, 1959, 4791, 1972, 4803, 4093, 5361, 7956, 1313, 4432, 4012, 8249]","[5426, 4790, 2088, 383, 862, 36, 3871, 3589, 3268, 1959]"
история ракет «Союз»,[4148],1,"[4148, 4213, 3279, 7560, 5730, 6949, 4672, 3777, 3565, 6417, 5661, 3182, 4865, 7486, 5434, 5319, 4862, 7794, 2854, 5789]","[4148, 4213, 3279, 7560, 5730, 6949, 4672, 3777, 3565, 6417]","[4148, 3608, 7929, 5038, 7587, 1658, 3169, 6024, 3565, 2109, 8204, 4213, 38, 4542, 1765, 7560, 456, 4047, 5757, 5661]","[4148, 3608, 7929, 5038, 7587, 1658, 3169, 6024, 3565, 2109]","[4148, 3608, 4672, 4865, 3777, 7560, 5038, 2109, 4213, 2073, 6777, 7665, 5319, 4985, 8208, 38, 2448, 4604, 6024, 7010]","[4148, 3608, 4672, 4865, 3777, 7560, 5038, 2109, 4213, 2073]"
влияние загрязнений на окружающую среду,[7884],1,"[7500, 5350, 6753, 6898, 7136, 4210, 1926, 4140, 7982, 290, 1505, 3891, 7446, 7076, 3187, 7867, 6493, 1950, 289, 717]","[7500, 5350, 6753, 6898, 7136, 4210, 1926, 4140, 7982, 290]","[1926, 5350, 6753, 7500, 1661, 4210, 4433, 6126, 8055, 290, 7446, 6898, 1950, 3825, 6493, 5668, 1034, 6973, 4140, 5802]","[1926, 5350, 6753, 7500, 1661, 4210, 4433, 6126, 8055, 290]","[8055, 1926, 7500, 6753, 5350, 7136, 3825, 6898, 2988, 5668, 289, 5103, 1270, 7982, 4433, 290, 7446, 3187, 6649, 1950]","[8055, 1926, 7500, 6753, 5350, 7136, 3825, 6898, 2988, 5668]"
генетика при создании противозачаточных средств,[6444],1,"[3663, 5269, 1735, 7906, 3624, 6489, 8101, 1234, 6870, 3249, 7349, 1515, 3803, 1096, 5035, 266, 4630, 1936, 2513, 3163]","[3663, 5269, 1735, 7906, 3624, 6489, 8101, 1234, 6870, 3249]","[3663, 1782, 8101, 7906, 7476, 6444, 4777, 6853, 3281, 6489, 7349, 3803, 1500, 5948, 5024, 5791, 1096, 5199, 7101, 6133]","[3663, 1782, 8101, 7906, 7476, 6444, 4777, 6853, 3281, 6489]","[7710, 6444, 7084, 1025, 7906, 3249, 749, 4630, 6133, 3624, 8101, 3663, 1853, 2036, 1500, 5948, 7983, 7065, 5199, 727]","[7710, 6444, 7084, 1025, 7906, 3249, 749, 4630, 6133, 3624]"
статьи про генетически модифицированные микроорганизмы,[6304],1,"[5471, 7760, 7412, 5269, 6647, 6278, 5559, 4533, 3888, 5185, 7347, 83, 7983, 7455, 7431, 8237, 6698, 3831, 1735, 147]","[5471, 7760, 7412, 5269, 6647, 6278, 5559, 4533, 3888, 5185]","[5619, 4533, 5471, 5473, 3875, 5185, 6062, 2810, 7412, 7262, 7760, 6647, 3031, 4383, 5423, 6932, 6698, 7124, 3944, 7876]","[5619, 4533, 5471, 5473, 3875, 5185, 6062, 2810, 7412, 7262]","[3875, 7412, 3944, 6647, 5418, 1977, 4383, 4701, 6278, 5473, 6932, 7760, 5471, 7069, 6062, 7983, 6238, 2130, 6407, 7506]","[3875, 7412, 3944, 6647, 5418, 1977, 4383, 4701, 6278, 5473]"
гипотеза Тейи,[4651],1,"[3805, 699, 3823, 8051, 2106, 8236, 428, 4854, 3525, 4651, 7315, 2587, 7392, 4612, 1159, 232, 1515, 2640, 6313, 4945]","[3805, 699, 3823, 8051, 2106, 8236, 428, 4854, 3525, 4651]","[699, 3805, 3823, 4651, 428, 1159, 7315, 2587, 4854, 7219, 7392, 543, 7967, 8133, 4749, 570, 238, 4540, 1387, 2787]","[699, 3805, 3823, 4651, 428, 1159, 7315, 2587, 4854, 7219]","[699, 3805, 8070, 96, 4854, 3823, 1437, 1488, 2640, 4417, 3058, 4540, 6425, 1794, 428, 7315, 3525, 3789, 2587, 6122]","[699, 3805, 8070, 96, 4854, 3823, 1437, 1488, 2640, 4417]"
новости от российских радиоастрономов,[6366],1,"[4400, 5591, 2125, 2345, 2410, 4091, 5254, 7010, 544, 6949, 6366, 4954, 4484, 1348, 2492, 942, 4937, 923, 5085, 524]","[4400, 5591, 2125, 2345, 2410, 4091, 5254, 7010, 544, 6949]","[2039, 639, 462, 3175, 3598, 4400, 4484, 4024, 1126, 479, 5910, 3182, 4540, 6366, 7276, 4634, 1348, 1027, 2617, 923]","[2039, 639, 462, 3175, 3598, 4400, 4484, 4024, 1126, 479]","[3598, 5591, 2345, 1126, 6782, 3009, 6569, 3175, 1028, 5266, 524, 4169, 2617, 4400, 3182, 4634, 7010, 2829, 2031, 4661]","[3598, 5591, 2345, 1126, 6782, 3009, 6569, 3175, 1028, 5266]"
использование канистр для дорожного покрытия,[4413],1,"[4413, 3291, 4511, 2529, 3091, 4849, 5256, 3475, 7619, 7341, 1682, 5939, 5537, 6834, 4800, 4332, 2972, 5826, 3028, 3740]","[4413, 3291, 4511, 2529, 3091, 4849, 5256, 3475, 7619, 7341]","[4413, 3475, 6834, 5939, 1302, 601, 7341, 678, 1495, 2415, 4222, 7619, 7283, 3545, 2529, 2972, 1682, 2730, 2855, 7804]","[4413, 3475, 6834, 5939, 1302, 601, 7341, 678, 1495, 2415]","[821, 7283, 4413, 3545, 8048, 4080, 4918, 7341, 3493, 2012, 1682, 3475, 5801, 2090, 4222, 3419, 5250, 1495, 6834, 2972]","[821, 7283, 4413, 3545, 8048, 4080, 4918, 7341, 3493, 2012]"
новости из Перми,[1076],1,"[7923, 5348, 2136, 7240, 5008, 356, 4730, 761, 2168, 3660, 7133, 729, 6723, 204, 524, 806, 1743, 3159, 858, 5260]","[7923, 5348, 2136, 7240, 5008, 356, 4730, 761, 2168, 3660]","[1930, 3275, 5063, 7133, 761, 1631, 174, 7923, 1131, 1480, 1253, 3769, 1425, 7755, 858, 4146, 1091, 5260, 5671, 5008]","[1930, 3275, 5063, 7133, 761, 1631, 174, 7923, 1131, 1480]","[1425, 1930, 1631, 1480, 524, 3275, 3769, 356, 5461, 1743, 5348, 1341, 761, 2636, 2256, 174, 1099, 4730, 4850, 5063]","[1425, 1930, 1631, 1480, 524, 3275, 3769, 356, 5461, 1743]"
влияние распада СССР на окружающую среду,[4225],1,"[4225, 6649, 6753, 7500, 3363, 6933, 7982, 5350, 4504, 3596, 4456, 6867, 4140, 1950, 6898, 4817, 7136, 3444, 3563, 2743]","[4225, 6649, 6753, 7500, 3363, 6933, 7982, 5350, 4504, 3596]","[4225, 6933, 5802, 1192, 1950, 7446, 6180, 7850, 1575, 3958, 7386, 7168, 5066, 8052, 7595, 6649, 6493, 2032, 4504, 7032]","[4225, 6933, 5802, 1192, 1950, 7446, 6180, 7850, 1575, 3958]","[1192, 4225, 7168, 3596, 1575, 4504, 2925, 5066, 440, 7919, 1950, 2519, 5802, 8052, 3444, 8181, 362, 6180, 3958, 3563]","[1192, 4225, 7168, 3596, 1575, 4504, 2925, 5066, 440, 7919]"
использование искусственного интеллекта в,[7695],1,"[2077, 7463, 3329, 7351, 2517, 2509, 2368, 7354, 2641, 7316, 7279, 507, 4435, 7397, 3200, 7695, 4915, 5323, 946, 8060]","[2077, 7463, 3329, 7351, 2517, 2509, 2368, 7354, 2641, 7316]","[7695, 2517, 7351, 6797, 2594, 902, 2482, 4171, 1657, 2509, 8, 3200, 1895, 2368, 76, 7589, 1254, 2077, 1869, 7354]","[7695, 2517, 7351, 6797, 2594, 902, 2482, 4171, 1657, 2509]","[7463, 1527, 661, 7695, 7316, 4915, 902, 7397, 3320, 571, 2368, 7589, 2077, 4171, 2517, 1175, 3566, 2918, 7363, 7354]","[7463, 1527, 661, 7695, 7316, 4915, 902, 7397, 3320, 571]"
статьи про безопасность полетов на самолете,[5091],1,"[5966, 5091, 5962, 1504, 486, 122, 515, 5871, 1558, 4116, 5815, 2368, 7723, 3937, 1637, 2734, 4527, 2068, 874, 2652]","[5966, 5091, 5962, 1504, 486, 122, 515, 5871, 1558, 4116]","[5966, 5962, 2068, 5091, 4527, 1718, 122, 3937, 18, 2255, 486, 1504, 7723, 6293, 3603, 1558, 6376, 4823, 5235, 515]","[5966, 5962, 2068, 5091, 4527, 1718, 122, 3937, 18, 2255]","[5966, 2068, 5962, 5091, 1504, 7479, 1957, 7723, 6376, 1556, 122, 2598, 486, 2652, 3937, 5871, 4527, 1558, 5555, 4116]","[5966, 2068, 5962, 5091, 1504, 7479, 1957, 7723, 6376, 1556]"
методы защиты морских львов,[7916],1,"[7916, 1627, 7886, 4548, 213, 6510, 7885, 6324, 3299, 2305, 2708, 8100, 7730, 7576, 566, 1571, 3947, 8073, 7896, 1377]","[7916, 1627, 7886, 4548, 213, 6510, 7885, 6324, 3299, 2305]","[7916, 3716, 213, 3059, 520, 6754, 7730, 54, 1377, 6967, 7896, 1627, 7886, 8124, 2449, 3010, 297, 6510, 7600, 3599]","[7916, 3716, 213, 3059, 520, 6754, 7730, 54, 1377, 6967]","[7916, 6474, 213, 6755, 7474, 7950, 1377, 7886, 4548, 7682, 584, 1627, 54, 6510, 7885, 4701, 520, 1072, 2708, 8100]","[7916, 6474, 213, 6755, 7474, 7950, 1377, 7886, 4548, 7682]"
влияние аморфных частиц на катализ,[1402],1,"[1402, 4334, 8077, 7982, 7792, 4182, 1157, 1762, 1682, 3615, 4230, 4209, 5554, 1146, 4882, 6069, 5944, 2696, 1971, 7711]","[1402, 4334, 8077, 7982, 7792, 4182, 1157, 1762, 1682, 3615]","[1402, 7792, 4249, 5072, 1146, 5715, 4334, 1018, 5854, 3267, 7502, 5173, 6436, 5554, 5581, 7863, 1248, 488, 7784, 5077]","[1402, 7792, 4249, 5072, 1146, 5715, 4334, 1018, 5854, 3267]","[4249, 1402, 6447, 8125, 4182, 7792, 7982, 7863, 1018, 1248, 5854, 5580, 5944, 8077, 3267, 3615, 5407, 5072, 5210, 738]","[4249, 1402, 6447, 8125, 4182, 7792, 7982, 7863, 1018, 1248]"
